hugo_symbol	Model_Score
NRAS	0.9841001
CTNNB1	0.98403156
CTNNB1	0.9839337
MUC16	0.98393035
TGFBR2	0.98390794
TENM1	0.98389196
MYH11	0.98383987
CTNNB1	0.98382777
TFE3	0.98382396
PRDM14	0.9838235
ROBO2	0.9837315
WWTR1	0.9836923
SGK1	0.9836863
AHR	0.98368436
SMG1	0.9836466
BIRC6	0.9836205
PAX7	0.9835863
STAU1	0.98355615
MUC16	0.983555
TGFBR2	0.98352736
BRCA1	0.9834937
KMT2C	0.98346514
CTNNB1	0.98345524
A1CF	0.9834339
CTNNB1	0.9834147
TBX3	0.9834117
POLE	0.98340297
MUC16	0.9833941
TFE3	0.9833764
GRIN2A	0.9833666
MTMR6	0.98334706
CTNNB1	0.9832882
NTRK3	0.9832875
TGFBR2	0.9832681
NCOA2	0.98325837
NRXN3	0.9832573
CNTNAP2	0.9832466
MUC16	0.9832211
FANCF	0.9831992
CTNNB1	0.9831992
MAP3K1	0.9831319
IRS4	0.98313135
KAT6B	0.98311424
CTNNB1	0.98304874
FAM47C	0.98302794
COL5A2	0.98302644
LRP1B	0.9830058
SOS1	0.9830016
WWTR1	0.982998
CTNNB1	0.98289835
MUC16	0.98286116
TERT	0.98284894
MYB	0.9828368
MYB	0.9828092
ERBB4	0.9827978
NKX3-1	0.982782
MGMT	0.9827761
MYB	0.98277324
MUC16	0.9827336
MYB	0.9826873
CNTNAP2	0.9826268
HOMER3	0.982575
MUC16	0.9825628
GNAQ	0.98255396
KMT2C	0.98252404
GNAQ	0.9824695
CORIN	0.9824517
CSMD3	0.9824498
ASPM	0.9824174
CTNNB1	0.9823974
UBR5	0.9823425
STIM1	0.98231477
CTNNB1	0.98225766
GNAQ	0.9822407
COL11A1	0.9822108
SULT1A1	0.98219556
MUC16	0.9821854
MAML2	0.98218507
RGS7	0.98214763
CD209	0.9821131
FBXO11	0.98208934
TFE3	0.9820877
KAT7	0.98206615
FAM47C	0.9820634
HGF	0.9820592
NRAS	0.98200524
OSR1	0.98197806
GNAQ	0.9819778
PLEC	0.9819565
MUC16	0.9819351
TSC2	0.98193336
ANK1	0.981931
UNC13C	0.9819053
TFE3	0.98188436
GRIN2A	0.98188263
CSMD3	0.9818544
FNBP1	0.9818524
LRP1B	0.9818475
FAM47C	0.9817563
MYB	0.98173934
MUC16	0.98171395
MUC16	0.98170906
EIF3E	0.9816844
ANK1	0.981683
FAM47C	0.9816665
RAP1GAP	0.9816206
ANK1	0.9816172
CHD4	0.98161304
HCLS1	0.9816086
NALCN	0.98160154
CHD4	0.9815532
LRP1B	0.981551
KMT2D	0.98149157
GNAQ	0.98148876
MYB	0.9814841
HGF	0.98132944
KMT2D	0.98127246
PTPRK	0.9812497
TBX3	0.9812275
KMT2D	0.9811952
ANK1	0.9811767
ASPM	0.98114705
KMT2D	0.9810816
LARP7	0.98105305
NIN	0.9810433
MUC16	0.9810401
MYB	0.98103833
MYH11	0.98103386
ANK1	0.98100334
IRS4	0.9809718
NTRK3	0.9809186
TFE3	0.9809042
PTPRD	0.98089427
NDUFAF7	0.9808143
MUC16	0.9808089
MAP3K11	0.98079896
TFE3	0.98079735
DCC	0.9807783
A1CF	0.9807651
ZNF540	0.98073226
KMT2D	0.9807217
NTRK3	0.98070306
MAGED2	0.98068756
TFE3	0.9806826
HTR7	0.98062044
CNTNAP2	0.9805641
B4GALT6	0.9805605
PITX2	0.9805059
PTPRD	0.9805009
SYNE1	0.980483
NRIP1	0.98045903
EPHA7	0.9804363
CTNNB1	0.9803565
LRP1B	0.9803494
MUC16	0.98032373
TAF5L	0.9803083
MUC16	0.9802899
EPB41L2	0.98027414
MUC16	0.9802183
CTNNB1	0.9802137
KMT2D	0.9801766
CD209	0.98013544
ALX4	0.9801342
CTNNA2	0.98012245
FAM47C	0.9801032
MAP3K1	0.98001796
KLHL30	0.9800042
IDH1	0.97995454
NTRK3	0.9799415
KMT2D	0.979872
CSMD3	0.9798591
GPC3	0.9798562
GABRR2	0.9798558
MUC16	0.97985566
NTRK3	0.9797569
MYB	0.97973955
NBEA	0.97966415
CTNNB1	0.97964776
CNTNAP2	0.97962266
FOXA1	0.97960305
OR5M3	0.97956914
VTA1	0.97952175
NCOA4	0.9794876
HSDL2	0.979469
CDH1	0.9793949
SMAD2	0.9793876
GRIN2A	0.97937346
GRIN2A	0.9793677
MUC16	0.97936714
TFE3	0.97936106
SOX17	0.97931385
MUC16	0.97928834
SOS1	0.979283
TNC	0.97926044
ALMS1	0.97923917
KAT6B	0.9792328
MUC16	0.9792116
CNTNAP2	0.9791817
CTNNB1	0.9791728
HSP90AA1	0.97913265
LAMA4	0.97911096
CDH1	0.9791103
ECEL1	0.9790983
SOX3	0.97907436
CNTNAP2	0.97907084
PHF2	0.9790695
TNC	0.97904414
PTPRB	0.97902954
KMT2D	0.979016
PTPRB	0.9789881
RAB30	0.97897696
F13A1	0.97896725
KMT2C	0.97891533
MUC16	0.9789074
PDGFRA	0.97887576
NCOA2	0.97886515
CTNNB1	0.9788102
DCX	0.97880334
TMC1	0.9787721
CDH2	0.9786804
F13B	0.97867155
ERBB4	0.9786383
ERG	0.9786221
CTNNB1	0.97859883
LRP1B	0.97856927
DGCR8	0.97855836
LRP1B	0.9785569
ATP2B3	0.9785513
FAT3	0.9785407
LRRC7	0.97853565
CTNNB1	0.97853297
NRAS	0.9785327
LEF1	0.9785309
DROSHA	0.97851276
GNAQ	0.9785034
NID1	0.9784871
GABRG2	0.97847944
FAT3	0.97840935
FAT3	0.97838986
LRP1B	0.9783867
PICALM	0.978366
FAT3	0.97833955
PBRM1	0.9783291
ERG	0.9783063
NEMP1	0.97829896
CHD6	0.97825915
TFE3	0.97825795
CNTNAP2	0.9782474
OLIG2	0.9782147
LRRC66	0.9781909
GPC3	0.9781693
HERC1	0.9781407
MUC16	0.9781343
COL3A1	0.97812194
PTPRD	0.9781086
LRP1B	0.9780897
RAB6D	0.97803
NTRK3	0.9780208
MYH9	0.977972
GPC3	0.9779401
TET1	0.97793275
LRP4	0.9779082
CNTNAP2	0.977889
LRP1B	0.9778866
MUC16	0.9778683
ZSWIM5	0.9778266
PAX7	0.97779256
PCDH15	0.9777113
CTNNB1	0.97769505
RNF43	0.977686
LRP1B	0.97767943
CACNA1E	0.9776733
DGKI	0.97760904
FLNA	0.9775465
EPHA3	0.9775184
KCNJ5	0.9775054
NUP214	0.9774801
NALCN	0.97743255
NTRK3	0.9773709
STAG1	0.9773102
PTPRB	0.97730756
LRP1B	0.97727865
COL3A1	0.9772535
CSMD3	0.9772531
COL3A1	0.9772156
EIF3E	0.97713673
MYB	0.9771309
GLRA2	0.97708786
LEF1	0.9770784
TP63	0.9770441
MUC16	0.97702193
HSPA12A	0.9770174
FOXA1	0.97698283
CSMD3	0.97691107
MUC16	0.97685724
TFE3	0.9768455
PCDH15	0.9768442
SLIT2	0.9768415
MUC16	0.9768356
TFEB	0.97683424
MUC16	0.97682303
CTNNB1	0.976822
DNAJC5G	0.97681373
AARS1	0.976764
PABPC1	0.9767573
CTNNA2	0.97667867
GPC3	0.9766269
A1CF	0.9766038
POLR2B	0.9765212
PRKD1	0.9765058
MGMT	0.97645783
CTNND2	0.9764293
TNC	0.9764128
LRP1B	0.9763923
CTNNB1	0.97633225
ANK1	0.9763293
CNTNAP2	0.9763285
CTNND2	0.976323
CTNND2	0.97628146
MUC16	0.97626513
UBR5	0.9762633
KMT2C	0.9762598
CTNNB1	0.97624904
CSMD3	0.9762293
SMAD4	0.97621727
GPC3	0.9761962
EGF	0.97611964
CTNNB1	0.9760961
LINGO3	0.9760895
NTRK3	0.976075
EFCAB12	0.97606343
CTNNB1	0.976015
TNC	0.97599596
LRRK2	0.9759427
CTNND2	0.9759282
CSMD3	0.9758812
GFRA1	0.9758709
HLF	0.9758612
FAM20B	0.97584665
CNTNAP2	0.9758003
MTR	0.9757889
FAM47C	0.9756553
GRM3	0.97565436
NRXN1	0.9756341
C12ORF42	0.97561
PAX7	0.9756083
UBR5	0.97558534
PTPRD	0.97556484
PTPRT	0.9755617
ASPM	0.9755537
FOXA1	0.97551703
JAK2	0.975499
PRKD1	0.97548807
KMT2C	0.9754389
HTR7	0.97541904
ASPM	0.9753899
CNTNAP2	0.975351
CSMD3	0.9753361
ERBB4	0.9753216
CTNNB1	0.97525257
DDR2	0.9751966
TFE3	0.9751866
PTPRK	0.97517353
LRP1B	0.9751053
ASPM	0.97503597
LRP1B	0.9750305
LRP1B	0.9750238
CTNNB1	0.9750115
PASK	0.97499704
GPC3	0.9749924
ENPEP	0.9749858
IVL	0.97498494
OCM2	0.97489846
LATS1	0.9748984
TRIL	0.9748898
WWTR1	0.97488
CDH10	0.9748635
TBX3	0.97486216
BRCA2	0.97486097
CSMD3	0.9748317
TSPAN12	0.9748304
TBX3	0.97482306
SLC4A10	0.9748192
ZNF786	0.9747141
PTPRK	0.9747027
FZD4	0.974687
CSMD3	0.9746487
TOP2A	0.97460973
FAT4	0.97457016
LZTR1	0.97452563
MUC16	0.9744367
POLQ	0.9744054
IRS4	0.9743986
OR12D2	0.9743335
TRIP11	0.9743255
PRKD1	0.97429705
ANK1	0.9742712
ARAF	0.97423863
LRRC7	0.9741644
CDKN2C	0.97415936
PHB2	0.97413325
SH3KBP1	0.9740883
TRIM37	0.97404927
CTNNB1	0.9739581
BAZ1A	0.973905
SIPA1L3	0.9738905
FAM47C	0.97386616
STOML3	0.97381544
CDK4	0.9738112
MYB	0.97375554
CTNNB1	0.9736862
KCNJ5	0.973679
PLEC	0.9736709
CD209	0.97365797
CACNA1E	0.9736338
RHOH	0.9736311
CTNNB1	0.9735798
CTNNB1	0.9735695
FAM47C	0.9735322
PRPF8	0.97350836
MMUT	0.9734726
KMT2C	0.9734612
NBEA	0.97345746
COL4A2	0.9734424
CTNNB1	0.97343695
CTNNB1	0.9734364
SVEP1	0.97340935
NBEA	0.9733706
ATR	0.9733511
LRP1B	0.9733431
KMT2D	0.9733249
CNTNAP2	0.97329015
CSMD3	0.97327614
LRRC7	0.97326887
CDC73	0.9732127
TBX3	0.97318536
MYH11	0.9731639
MUC16	0.9731226
MUC16	0.97308576
ANK1	0.9730625
FAM47C	0.97299814
ATP2B3	0.97292495
DDR2	0.9729124
NBEA	0.97291183
MUC16	0.97289866
CTNNB1	0.97287023
DHTKD1	0.97286433
SSX1	0.97282755
FBLN2	0.97279817
MUC16	0.97279674
CNTNAP2	0.97275305
PAX5	0.9727405
CSMD1	0.97272515
NRAS	0.9727151
MUC16	0.9727149
RFX1	0.9727122
TFE3	0.97269326
LRP1B	0.9726787
PRDM2	0.97265565
CTNND2	0.97259337
GNAQ	0.9725869
LRRC7	0.97256696
CTNND2	0.97253317
ATP1A3	0.9725261
GRM3	0.9724962
TBX3	0.9724718
FAM47C	0.97247094
XPC	0.97243184
PLEC	0.9724089
KTN1	0.972402
GYS2	0.9723699
CSMD3	0.9723521
CSMD3	0.9723489
MUC16	0.97234565
GNAQ	0.9722537
CSMD3	0.9722265
ASPM	0.9721923
IRS4	0.97216344
NBEA	0.97215533
GRM3	0.97209936
CSMD3	0.97205204
ADGRB3	0.97201926
BUB1B	0.9720149
TFE3	0.97199553
RIT2	0.97199214
IRS4	0.9719685
ATP2B3	0.9719623
MUC16	0.97195303
ZFHX3	0.9719378
SETD2	0.9719215
CTNND2	0.9719034
FAT3	0.97182304
GNAS	0.97182286
ERG	0.97180563
FAT3	0.97175765
GATA2	0.97170573
SSX1	0.97168905
JAK1	0.9716037
FAT3	0.9715968
BIRC6	0.97159547
ATRX	0.97155577
CTNNB1	0.97152865
NCOR1	0.9714702
TBX3	0.97144
CSMD3	0.9714318
CTNND2	0.9714114
JAK1	0.9713989
LRP1B	0.971389
NCOA4	0.97137547
FGF18	0.9713754
GATA3	0.971333
MSN	0.97133225
STXBP4	0.9713205
SALL4	0.97130287
EPHA7	0.97126985
BUB1B	0.9712555
GET1	0.9712466
EPHA7	0.9712333
CTNNB1	0.9711977
CTNNB1	0.97118944
MUC16	0.9711751
CSMD3	0.9711724
ELN	0.971168
CDC73	0.9711518
IDH1	0.97108877
SIN3A	0.97105825
MUC16	0.9710561
CTNNB1	0.970946
CDC73	0.9709116
NTRK3	0.97086334
NBEA	0.9708614
ATAD5	0.9708399
BMP5	0.97082865
ZSCAN21	0.97080386
MUC16	0.9707938
MTMR4	0.97077376
SORCS1	0.970764
FAT3	0.9707408
ACTL8	0.97070855
PIK3R1	0.9706972
NTRK3	0.970676
NBEA	0.9705931
LRP1B	0.9705583
EFNB2	0.9705094
LARP7	0.97047734
ZNF521	0.97043985
MUC16	0.9704252
CTNNB1	0.970399
DNAJC6	0.9703825
MMRN1	0.9702323
TNC	0.9702262
RPS6KA5	0.97021186
TNC	0.9702048
PTPRD	0.9701422
NBEA	0.9700863
FOXA1	0.97007114
MYH7	0.9700424
ACSL6	0.97003627
EREG	0.9699975
CTNNA2	0.96999097
RNF19A	0.9699832
DNAJC6	0.9699547
BUB1B	0.9699248
CSMD3	0.96989906
BUB1B	0.9698691
ATP2B2	0.9698661
CTNNB1	0.9698303
F8	0.96978414
LRP1B	0.9697449
LRP1B	0.96973264
LZTR1	0.9697145
CTNNB1	0.9697014
ZNF354A	0.96967876
CDK12	0.969645
DCC	0.9695628
NBEA	0.96954
MUC16	0.96953595
NCOR1	0.9695295
TFE3	0.96951973
CNTNAP2	0.9695085
GATA3	0.9694477
BUB1B	0.9694262
TSFM	0.9693675
FOXA1	0.9693045
GRM1	0.96924156
CPE	0.9692296
TNPO3	0.9692171
WWTR1	0.9692086
MYB	0.9692037
TRIM58	0.96917
CDH2	0.9691455
HOXD3	0.96913964
CTNNB1	0.9691245
ARHGAP26	0.96912426
TFE3	0.96910477
MUC16	0.969103
NRAS	0.9691019
CTNNA1	0.9690793
HRNR	0.969072
CPXM1	0.9690526
CHST8	0.9690164
OR2A5	0.96897876
C9ORF50	0.96896553
ABL2	0.9689644
OR5AN1	0.968948
TET3	0.96889484
GRM3	0.9688906
CTNND2	0.9688795
MYH11	0.9688775
MAGEB2	0.96887416
NUP214	0.9688318
EPHA3	0.9688254
FAM184A	0.9688156
LRP1B	0.96878105
FRMD4A	0.96876353
ZNF479	0.9687635
CTNNB1	0.96862406
CNTNAP2	0.96861595
GABRB2	0.9685309
HGF	0.9685245
CSMD3	0.96850824
SETDB1	0.9684487
DSG1	0.9684332
PTPN11	0.968362
IKZF1	0.96834105
MUC16	0.9683396
CFAP69	0.9683151
GABRB3	0.96831423
CALN1	0.9682894
ITGA8	0.9682845
RTCB	0.96824145
UBR4	0.96823865
FLT1	0.96823406
KAT6B	0.9682093
MUC16	0.96816033
WRN	0.9681483
GNAQ	0.9681171
CTNND2	0.9681164
SETD2	0.9681046
PAX7	0.96809334
CSMD3	0.96808535
EPHA7	0.9680161
GNAQ	0.9679782
MUC16	0.96794504
SETDB1	0.9679261
SVEP1	0.9679205
CDKN2C	0.96790266
S100A7	0.96783143
LRRTM1	0.967757
PLXNA2	0.9677519
MYH2	0.9677227
PTPN5	0.96771437
HGF	0.96767455
ABCE1	0.9676706
ATR	0.9676466
SETDB1	0.9676317
SLC8A3	0.9675312
RSPO3	0.9675239
ANK2	0.9674811
ZNF536	0.9674306
CNTNAP2	0.96739525
FAT3	0.96738905
ERBB4	0.96738595
CSMD3	0.96738106
TCF4	0.96738005
SMO	0.96737033
RAP1B	0.96735847
COL2A1	0.96735585
TCF12	0.9673436
GRM3	0.9673357
JAK2	0.96731114
CTNNB1	0.9672653
FOXA1	0.9672334
PTPRD	0.96722704
ZFHX4	0.96722686
PLEC	0.9672248
A1CF	0.96722305
PLEC	0.96715647
CFAP65	0.96715516
ZNF479	0.9671287
EPRS1	0.9671284
PREX2	0.9670892
ERBB4	0.9670873
TFE3	0.9670754
ALDH1L1	0.96706915
TFE3	0.9670656
CPS1	0.96706486
CACNA1B	0.9670471
FAT3	0.9670229
LRP1B	0.9670224
BMP5	0.96702224
ZNF479	0.9670171
CTNNB1	0.9669805
SCN2A	0.9669774
CTNND2	0.9669194
MDGA1	0.9669146
PAX8	0.96688306
POLE	0.9668089
CSMD3	0.96678376
BUB1B	0.96676284
HDLBP	0.966745
ZEB1	0.96672976
ZFHX3	0.96672666
